Lake,BIOCON,AREA,DEPMAX,DEPMN,MAT,GDD,COND,DOC,SEC,TP,AP,AP_Flag,RICH,CBio1,CBio2,CBio3,CBio4,CBio5,CBio6,CBio7,CBio8,CBio9,CBio10,CBio11,CBio12,CBio13,CBio14,CBio15,CBio16,CBio17,CBio18,CBio19,CBio20,CBio21,CBio22,CBio23,CBio24,CBio25,CBio26,CBio27,CBio28,CBio29,CBio30,CPA1,CPA2,CPA3,CPA4,CPA5,CPA6,CPA7,CPA8,CPA9,CPA10,CPA11,CPA12,CPA13,CPA14,CPA15,CPA16,CPA17,CPA18,CPA19,CPA20,CPA21,CPA22,CPA23,CPA24,CPA25,CPA26,CPA27,CPA28,CPA29,CPA30,CPA31,CPA32,CPA33,CPA34,CPA35,CPA36,CPA37,CPA38,CPA39,CPA40,CPA41,CPA42,CPA43,CPA44,CPA45,CPA46,CPA47,CPA48,CPA49,CPA50,CPA51,CPA52,CPA53,CPA54,CPA55,x_Waterbody_Name,x_Waterbody_LID,x_LakeID_Ignasi707,x_LakeID_Ignasi721
383,-1.28,495,30.50,10.1,2.6,1567,52,6.2,3.3,5.6,7.71,0,10,0.1190,-0.0519,0.0373,0.2637,-0.0878,0.0862,-0.2785,-0.1134,0.0771,0.2620,-0.2158,-0.2867,-0.1471,-0.2539,-0.1453,0.0523,-0.0001,-0.0133,-0.0170,-0.0179,0.0579,-0.0624,0.0106,0.0073,-0.0069,-0.0238,-0.0010,-0.0006,0.0261,0.0235,-0.2709,0.1936,0.0866,0.0477,-0.0782,-0.1761,-0.0176,0.0703,0.1914,0.0375,0.2170,-0.0801,0.0503,0.0098,-0.0264,0.0395,0.0036,0.1728,-0.0740,0.0432,0.1476,0.0845,0.0657,-0.1184,0.0114,-0.0892,-0.0276,0.0547,0.0574,-0.0598,-0.0271,-0.0180,-0.0618,0.1325,0.0090,0.0581,0.0127,-0.0113,-0.0261,-0.0106,0.0078,0.0169,0.0115,-0.0377,0.0091,0.0108,-0.0104,-0.0084,-0.0050,0.0025,-0.0267,-0.0004,-0.0111,-0.0111,-0.0106,St. Anthony L.,17-5962-53128,409,418
384,-1.06,67,5.99,3.2,1.8,1430,81,5.2,5.0,8.4,1.92,0,4,-0.1810,-0.3921,-0.1994,0.0436,0.1715,-0.0102,0.1013,0.2563,0.0270,-0.1644,0.0708,-0.1289,-0.0003,0.0249,-0.0180,0.0102,0.0372,-0.0212,-0.0056,0.0168,-0.0137,0.0044,0.0262,0.0075,0.0051,0.0023,-0.0336,-0.0260,-0.0439,0.0190,0.0069,-0.1440,-0.5079,-0.3918,0.0571,0.0321,-0.0673,-0.0320,-0.0742,-0.0091,-0.0279,0.0257,0.1089,-0.0810,-0.0229,0.0606,0.0894,-0.0260,0.0238,-0.0962,0.0162,-0.0746,0.0591,-0.0145,-0.0225,-0.0378,-0.0346,0.0618,0.0403,-0.0111,0.0047,-0.0338,-0.0114,0.0145,0.0075,0.0002,-0.0002,0.0119,-0.0049,0.0011,0.0020,0.0101,0.0131,0.0148,-0.0068,-0.0076,0.0058,-0.0014,0.0030,-0.0150,0.0181,-0.0012,-0.0109,0.0043,-0.0029,Sweetwater L.,17-3844-53694,410,419
385,-0.67,168,1.40,0.9,1.3,1396,52,11.9,2.5,8.1,0.00,0,6,-0.4024,0.1522,-0.2260,-0.1015,0.2356,0.1259,0.0583,0.0400,-0.0220,-0.0558,0.0855,-0.0122,0.0161,-0.0327,-0.0250,0.0156,0.0599,-0.0172,-0.0060,0.0170,-0.0352,-0.0065,0.0035,-0.0093,0.0182,-0.0015,-0.0198,-0.0284,-0.0025,-0.0083,-0.2495,0.0027,-0.3417,-0.1921,0.1264,-0.0188,-0.0951,0.0644,0.0025,0.1370,0.0718,-0.1434,-0.0476,0.0920,-0.0597,-0.0774,-0.1247,0.0025,0.1125,0.1128,0.0581,0.0059,-0.0706,0.0581,0.0612,0.0480,0.0213,-0.0493,-0.0478,-0.0117,0.0129,0.0226,0.0049,-0.0161,-0.0250,-0.0081,-0.0081,-0.0174,-0.0150,0.0019,-0.0140,0.0079,-0.0118,0.0047,0.0079,0.0043,-0.0020,0.0042,0.0017,-0.0052,0.0021,0.0017,0.0018,0.0039,-0.0004,Wasicho L.,17-5590-54756,411,420
386,-1.30,2043,36.60,8.9,2.3,1515,108,6.1,5.8,9.4,2.87,0,14,0.1471,-0.2144,-0.0402,0.4230,-0.0334,-0.0164,0.0320,-0.1061,0.0396,0.1374,-0.0270,-0.0137,0.0104,-0.0702,-0.0448,0.0381,0.0129,-0.0506,-0.0422,-0.0189,0.0201,0.0431,0.0085,0.0061,-0.0323,-0.0419,0.0037,0.0125,0.0246,-0.0270,-0.1264,0.2724,0.0858,0.1211,-0.0768,-0.2267,-0.2124,0.0406,0.1322,0.0850,0.0978,0.0281,-0.0410,-0.0228,0.0100,0.0874,-0.0207,0.2248,-0.0640,0.0309,0.0519,-0.0104,0.1815,-0.0073,-0.0933,-0.0820,-0.0162,-0.0172,0.0044,-0.1223,-0.0900,0.0695,-0.0666,0.0943,-0.0435,-0.0019,0.0053,-0.0222,-0.0362,-0.0134,0.0524,0.0765,-0.1935,0.0214,-0.0153,-0.0080,0.0353,0.0152,0.0226,0.0009,-0.0073,-0.0036,0.0389,-0.0170,-0.0164,Watabeag L.,17-5314-53425,412,421
387,-1.02,654,4.60,1.6,1.1,1375,83,18.9,0.7,22.1,0.20,0,9,-0.2519,-0.1710,-0.2328,0.0053,0.0686,0.0580,-0.0865,0.0728,0.0648,0.0328,-0.0235,0.0791,0.0217,-0.0642,-0.0153,0.0293,0.0361,0.0035,0.0802,0.0418,-0.1677,-0.0023,-0.1017,0.2596,-0.1397,-0.0005,-0.0826,0.0817,-0.0844,-0.0118,-0.3087,-0.0049,-0.1362,0.0089,0.2281,-0.0962,0.0229,0.0859,-0.0263,0.0673,0.1407,-0.0602,-0.1261,0.0728,-0.0713,-0.0806,0.0181,0.0642,0.1292,-0.0793,-0.0234,0.0653,0.1479,0.0546,-0.0044,-0.0594,0.0460,0.0713,-0.0256,0.1085,0.0674,-0.0307,0.0588,-0.0406,0.0378,0.0211,0.0079,-0.0269,-0.0145,0.0425,0.0069,0.0223,0.0295,-0.0142,-0.0014,-0.0085,0.0084,-0.0138,-0.0094,-0.0042,-0.0020,0.0058,-0.0063,-0.0054,0.0046,Zadi L.,17-3790-55066,413,422
388,-1.23,290,44.20,12.4,4.0,1556,20,3.8,4.2,5.2,8.55,0,8,0.4576,0.4532,0.1697,-0.0042,-0.3383,-0.0811,0.2709,0.1451,-0.2749,0.1145,-0.2125,0.0643,0.0587,0.0208,-0.0031,0.0229,0.0276,-0.0211,-0.0209,0.0746,-0.0107,0.0046,0.0192,0.0012,0.0441,-0.0115,-0.0387,-0.0068,-0.0091,0.0561,0.2479,0.2786,0.4016,-0.1369,-0.0073,-0.0502,-0.0431,-0.1709,0.1113,-0.2813,-0.0168,0.1001,-0.1027,0.1061,0.0529,-0.2395,0.0337,-0.1157,0.1297,0.0502,-0.0955,-0.1605,-0.0099,-0.1362,-0.0481,-0.0363,-0.0262,-0.1596,0.0608,0.0861,0.0204,0.0086,0.1072,-0.0511,-0.0823,0.0470,0.0138,-0.0154,-0.0212,-0.0826,0.0239,-0.0163,-0.0404,0.0066,0.0098,0.0568,-0.0860,-0.0565,0.0047,0.0673,-0.0247,-0.0116,0.0226,-0.0378,-0.0040,Achigan L.,16-7134-51997,414,423
389,-1.39,129,47.20,12.2,3.7,1513,25,2.6,7.0,3.4,0.40,0,7,0.5633,0.2039,0.1127,-0.3785,-0.0678,0.1132,-0.1189,0.0138,0.0749,0.2006,0.5718,0.0526,0.0265,-0.0816,-0.1323,-0.1491,-0.0105,0.0151,-0.1095,0.1390,0.1104,-0.0459,0.0033,0.0208,-0.0081,0.0596,-0.0028,-0.0199,-0.0543,0.0200,0.6186,0.1588,0.0812,0.0879,-0.0741,0.0130,-0.1620,-0.1565,-0.2667,0.1138,0.3305,0.0581,0.1236,-0.0956,0.2362,-0.0986,0.0464,-0.0544,-0.0580,0.1275,-0.0247,0.0784,0.0812,-0.1380,0.1292,0.1604,-0.2027,0.0433,-0.1274,0.0570,-0.0368,0.0004,-0.0190,-0.0512,-0.0625,0.0400,-0.0072,0.0179,0.0343,0.0271,0.0310,-0.0387,-0.0310,-0.0469,0.0195,0.0303,-0.0416,-0.0112,-0.0264,0.0179,0.0167,0.0353,0.0416,-0.0217,0.0154,Adelaide L.,16-7046-52151,415,424
390,-0.96,2930,39.60,12.1,4.7,1713,32,8.2,3.1,9.1,7.01,0,13,-0.0936,-0.0005,0.1321,-0.1032,0.2747,-0.0185,0.2099,-0.0384,0.1319,0.1278,0.1218,0.0312,-0.0891,0.0574,0.0832,-0.0229,-0.2127,-0.0292,-0.0488,0.0357,0.0362,-0.0158,-0.0130,-0.0101,-0.0306,0.0389,0.0042,-0.0216,0.0108,-0.0112,-0.1914,0.0089,0.1827,0.0440,0.1623,0.1746,-0.1642,-0.1373,0.1266,-0.1762,-0.0497,0.0001,0.0396,-0.1102,0.0254,-0.0219,0.0624,-0.0015,-0.1265,0.0286,-0.0590,-0.1415,0.1104,-0.0719,0.0537,0.0427,0.0493,-0.0149,-0.0042,0.0189,-0.0229,0.0300,-0.0406,-0.0097,-0.0387,0.0317,-0.0290,0.0378,-0.0307,0.0201,-0.0007,-0.0367,0.0074,0.0211,0.0047,0.0109,-0.0230,0.0018,0.0025,0.0142,0.0053,0.0043,0.0052,-0.0084,0.0026,Agnew L.,17-4414-51336,416,425
391,-1.37,37,25.47,6.9,4.6,1707,16,8.0,3.1,6.3,10.13,0,6,0.5181,0.3931,-0.4189,-0.1095,-0.0072,-0.3099,0.0203,0.0479,-0.1129,0.0738,-0.0292,-0.0952,0.2606,0.0349,-0.1134,-0.0401,-0.1178,-0.1708,-0.1819,-0.3181,-0.1112,0.2942,0.1493,0.1709,0.0002,0.1483,0.0018,-0.0241,0.1219,0.0350,0.6261,0.4264,-0.2414,0.2376,0.1201,0.0412,-0.1728,-0.2847,-0.0368,0.1152,-0.0878,0.1588,-0.1922,-0.0557,-0.0105,0.0880,-0.0171,0.0693,0.0575,-0.0536,-0.0016,0.0265,-0.0484,-0.1386,0.1372,-0.0491,0.0751,0.1023,-0.0123,-0.0646,-0.1288,-0.0318,0.1270,-0.0112,-0.0074,-0.0813,0.0754,-0.0721,-0.1529,-0.0908,0.0020,0.0107,-0.0033,0.0875,0.0497,0.0005,-0.0235,0.0355,0.0230,-0.0091,0.0002,0.0114,0.0055,-0.0054,-0.0038,Alexander L.,17-3812-51598,417,426
392,-0.90,1134,44.71,12.3,2.4,1299,28,6.8,4.0,5.9,3.27,0,13,-0.1409,0.2136,0.0808,0.1479,-0.1604,0.1602,-0.0589,0.2177,0.0196,-0.0143,-0.0220,0.0839,-0.0606,-0.0866,-0.0162,0.0216,-0.3534,0.0801,0.0385,0.0138,-0.0638,0.0197,0.0302,-0.0337,0.0457,0.0333,-0.0448,-0.0187,-0.0396,0.0262,-0.1554,0.1318,-0.0363,-0.1421,-0.2078,-0.0589,0.0307,0.0140,0.0476,-0.2012,0.1426,0.0995,-0.0122,-0.0473,0.0585,-0.0545,0.0668,-0.0992,0.1723,0.0759,0.0232,-0.0318,-0.0936,0.0075,-0.0764,-0.0247,0.0074,-0.1027,0.0688,-0.0393,0.0462,-0.1169,0.1272,-0.0229,-0.0113,-0.0763,0.0047,-0.0440,-0.0193,-0.0519,-0.0027,0.0450,0.0050,-0.1658,0.0744,-0.1442,0.0955,0.0126,0.0080,-0.0489,0.0260,0.0099,-0.0079,0.0366,-0.0041,Anjigami L.,16-6809-53004,418,427
393,-1.24,90,18.30,6.8,3.6,1574,27,4.7,5.8,5.3,0.00,0,9,0.6124,0.4996,-0.2698,0.0241,0.0329,-0.1249,-0.0871,0.2464,-0.1193,-0.0364,-0.0324,0.0535,-0.2729,0.0073,0.3231,-0.0217,0.1432,0.0284,0.0066,0.0083,0.0519,0.0708,0.0028,0.0442,-0.0252,0.0749,-0.0235,-0.0105,0.1193,0.0538,0.6644,0.5304,-0.0441,-0.0040,0.0007,0.1410,-0.0227,-0.0017,0.0626,-0.1553,0.0190,-0.1561,0.0142,0.1170,0.0427,-0.1040,0.1243,0.0396,-0.0428,-0.0704,-0.0704,-0.0462,-0.0434,-0.0494,0.0008,-0.1020,0.2446,0.0176,0.0341,-0.0870,-0.0366,0.0675,0.0532,-0.0292,-0.0564,0.0656,-0.0412,0.0421,-0.0112,-0.0259,-0.0352,0.0053,0.0508,-0.1075,0.0946,-0.1541,0.1049,0.0585,0.0097,-0.0771,0.0080,-0.0044,-0.0055,0.0279,-0.0032,Anvil L.1,17-3094-52159,419,428
394,-0.95,79,15.60,5.4,4.6,1702,40,4.0,5.0,4.8,10.85,0,9,0.4873,0.4602,-0.4514,-0.0206,-0.0180,0.0071,0.1381,-0.1436,0.1666,-0.0482,0.0462,-0.1292,0.2811,0.0080,-0.0825,0.1337,-0.1392,-0.0626,0.0199,0.1574,0.0135,0.1451,-0.1781,-0.0911,-0.0572,-0.1443,-0.0638,0.0803,0.1152,-0.1217,0.6245,0.4159,-0.2357,0.2077,0.1200,0.0498,0.1214,-0.2802,0.0394,0.1262,0.1101,0.1170,-0.0332,-0.1550,-0.0654,0.0132,-0.0785,0.0939,0.0552,0.0146,-0.0265,-0.1129,0.1156,-0.0248,-0.0213,0.1421,-0.0972,0.0047,-0.1716,-0.1140,-0.0811,0.0415,0.0801,-0.0881,-0.0337,0.0309,-0.0529,0.0463,-0.0559,-0.0264,-0.0588,0.0360,-0.0211,0.0238,-0.0374,0.0250,-0.0130,-0.3124,0.0012,-0.2055,0.0309,-0.0755,-0.0167,0.0262,-0.0220,Astonish L.,17-3582-51582,420,429
395,-1.35,153,18.00,5.5,3.6,1657,20,4.1,5.7,4.6,11.63,0,7,0.5742,0.4922,-0.1288,0.1102,0.0143,0.2697,-0.0928,0.0348,0.1170,-0.2455,0.0580,0.1104,-0.1418,-0.1141,0.0683,-0.1024,0.1763,0.2701,-0.0155,0.0385,0.0946,0.0778,0.0306,-0.0003,-0.0386,0.0385,-0.0171,0.0089,-0.0258,-0.0543,0.6610,0.3928,-0.0591,-0.0024,-0.0091,-0.0526,0.1577,0.2032,-0.0415,0.0496,0.0917,0.0327,0.1294,-0.0868,0.1460,-0.0934,-0.0991,-0.1479,-0.1892,-0.0573,0.0526,0.2229,0.0802,0.0731,-0.0293,-0.0508,-0.1325,0.0109,-0.1842,-0.1431,-0.0147,0.0186,0.0381,-0.0368,0.0216,-0.1371,0.0867,-0.0851,-0.1658,-0.0399,-0.0800,0.0013,-0.0147,0.0205,-0.0515,0.0522,0.0181,-0.0050,0.0209,0.0144,0.0272,0.0315,0.0031,-0.0117,0.0041,Avery L.,17-4823-52210,421,430
396,-1.08,1884,29.30,7.0,3.9,1653,31,4.8,4.5,14.1,1.46,0,13,0.1115,-0.2635,-0.0442,0.2607,0.1055,-0.2244,0.0778,0.0299,-0.2469,0.0786,0.0315,-0.0720,-0.0002,0.0160,0.0181,0.0678,-0.0120,0.0007,0.1310,-0.0865,0.0784,-0.0012,0.0422,-0.0876,-0.0562,-0.0262,-0.0257,0.0514,0.0063,-0.0450,-0.1387,0.2216,0.1680,-0.0929,0.1238,-0.0379,-0.0744,-0.0399,-0.0340,-0.0571,0.1782,0.0985,0.1010,-0.0774,-0.0047,0.1855,0.0178,0.0405,0.0132,-0.1039,-0.1046,-0.1249,0.0435,0.1913,-0.0756,-0.0331,-0.0280,-0.0934,-0.0167,-0.1010,-0.0544,0.0888,0.0163,0.0027,0.0135,-0.0824,-0.0218,0.0092,0.0092,0.0333,0.0215,0.0531,-0.1970,0.0357,-0.0239,-0.0053,0.0362,0.0164,0.0255,0.0008,0.0230,0.0048,0.0434,-0.0068,-0.0015,Bark L.1,17-3874-51976,422,431
397,-0.71,2689,73.20,38.7,5.0,1701,33,0.8,10.0,3.0,4.98,0,12,0.4174,0.2662,0.5203,0.0036,0.3415,-0.0278,-0.1729,-0.0861,0.1480,0.1367,0.1682,-0.0366,-0.0546,-0.0514,0.0064,0.0364,-0.0640,0.0646,-0.0330,0.0689,-0.0689,0.0180,0.0079,0.0285,0.0377,0.0352,-0.0166,-0.0102,-0.0364,0.0350,0.2490,0.0675,0.3633,-0.2014,0.0437,0.1227,0.0428,0.1540,0.0313,-0.1753,-0.0848,-0.2190,-0.0545,0.0723,-0.0058,-0.0520,-0.1096,0.0279,0.0406,0.3552,0.0965,-0.0189,0.1520,-0.0207,0.0111,-0.0823,-0.0047,0.0587,0.0452,0.1192,0.0236,-0.0677,0.1384,-0.0266,-0.0039,0.0265,0.0006,-0.0009,-0.0015,-0.0125,0.0579,0.0814,0.0104,0.0295,-0.0159,0.0129,-0.0081,-0.0247,0.0048,0.0260,-0.0043,0.0059,-0.0282,-0.0145,0.0096,Basswood L.,17-3164-51328,423,432
398,-1.21,121,23.00,3.5,3.4,1569,33,5.2,5.5,4.8,6.37,0,6,0.1859,-0.2013,-0.3708,0.0726,0.0927,-0.1903,0.0504,0.0592,-0.4214,0.1201,0.0022,0.0100,-0.0136,0.0012,-0.0890,-0.1595,-0.0099,0.0781,-0.0303,0.0784,0.0504,0.0038,-0.0093,-0.0603,-0.0322,-0.0200,-0.0031,-0.0145,0.0118,0.0220,0.2043,-0.1032,-0.4045,-0.1775,0.1496,0.0419,-0.3365,-0.0626,-0.1686,-0.0607,0.1318,0.2336,0.1440,-0.0009,0.0481,-0.0992,0.0127,-0.0554,-0.1128,-0.0678,0.0148,-0.0180,0.0407,0.0681,-0.0840,-0.0377,-0.0339,-0.0033,0.0679,-0.0196,-0.0276,0.0280,-0.0450,0.0105,-0.0449,0.0519,-0.0326,0.0625,0.0589,0.0049,0.0238,-0.0225,-0.0004,0.0083,-0.0062,0.0037,-0.0232,-0.0014,-0.0038,0.0079,0.0094,-0.0261,-0.0112,0.0002,-0.0161,Beak L.,17-3370-52303,424,433
399,-0.85,517,41.80,16.2,4.9,1718,23,2.6,6.2,4.6,6.54,0,16,0.3073,0.1001,0.6493,-0.0940,0.0697,-0.1045,-0.1134,-0.1604,0.0322,0.1394,0.1049,-0.0558,0.0378,0.0613,-0.0014,-0.0203,0.1071,0.0035,0.0017,-0.0127,0.0137,-0.0256,-0.0364,0.0090,-0.0073,0.0079,-0.0176,0.0103,0.0031,-0.0080,0.0671,-0.1450,0.4230,0.0092,0.0614,-0.0329,0.0729,0.0456,-0.2090,-0.0192,0.0590,0.0632,0.0626,0.1234,-0.2325,0.0823,-0.0412,0.0112,-0.0059,0.0001,0.1600,0.0991,0.0682,-0.0092,0.0024,-0.0493,-0.0370,0.1249,0.0236,-0.0391,0.1027,0.0491,-0.0407,-0.0285,-0.0699,0.0236,-0.0187,-0.0103,-0.0122,0.0218,0.0176,-0.0032,0.0188,-0.0034,-0.0098,0.0036,-0.0053,-0.0064,0.0043,0.0124,-0.0054,-0.0069,-0.0145,-0.0178,-0.0132,Big Moon L.,17-3557-51418,425,435
400,-0.57,277,63.07,19.5,4.0,1712,23,5.4,6.8,6.0,3.46,0,8,0.1618,0.2959,0.0674,-0.2903,0.0827,0.4837,0.0475,-0.1376,-0.1455,0.0074,-0.2979,0.0856,0.0900,0.1596,0.0638,-0.0664,-0.0478,0.0055,0.0403,-0.0043,0.0180,0.0141,-0.0139,0.0461,0.0189,-0.0311,-0.0159,-0.0269,-0.0206,0.0009,0.2794,-0.2183,0.1312,-0.3380,-0.0478,0.2235,0.0745,0.0341,0.0923,-0.0391,-0.0009,0.1957,-0.0356,0.0529,-0.0011,0.1055,0.1648,0.0028,0.2599,-0.1478,0.0397,0.1746,0.0337,-0.0182,-0.1110,0.0329,0.0961,-0.0711,-0.1517,0.0659,0.0737,0.0296,0.0465,-0.0522,-0.0388,0.0498,0.0847,-0.0611,-0.0602,0.0485,-0.0546,-0.0034,-0.0229,-0.0293,-0.0017,0.0454,-0.0389,-0.0096,0.0271,-0.0023,-0.0055,-0.0101,0.0383,-0.0221,-0.0095,Bigwood L.,17-4936-51883,426,436
401,-1.39,111,16.00,6.4,4.0,1661,18,4.1,7.1,3.7,0.00,0,11,0.4990,-0.0460,-0.2368,0.2849,0.0961,-0.0136,0.0941,0.2196,-0.0889,-0.0247,0.0276,0.0395,-0.1870,0.0069,0.1250,-0.0123,0.0648,0.0999,0.0084,0.0135,0.0148,-0.0182,0.0396,0.0227,-0.0717,0.1352,-0.0241,0.0047,0.0268,-0.0675,0.4964,0.3080,0.0862,-0.1450,-0.0720,0.1355,-0.1811,0.2240,-0.0877,-0.2103,0.1451,0.1562,0.0708,0.0692,0.0252,-0.1055,-0.1015,-0.1273,-0.1624,0.0142,-0.1370,-0.0745,0.0159,-0.0343,0.0651,0.1427,-0.0228,0.2696,0.0908,-0.0764,0.0575,-0.0203,0.0224,-0.1042,-0.1236,-0.0168,-0.0120,-0.0592,-0.0465,-0.0782,0.0376,0.0049,0.0314,-0.0986,0.0404,-0.1102,0.0650,0.0218,-0.0097,-0.0277,0.0123,-0.0174,-0.0183,0.0002,-0.0083,Boumage L.,17-3914-51928,427,437
402,-1.29,1218,10.42,4.7,5.1,1712,74,4.0,3.5,12.0,14.67,0,19,-0.0377,-0.3465,-0.0779,0.0214,-0.1523,0.0031,0.0890,-0.0633,-0.0262,-0.0232,-0.0244,-0.0912,-0.0929,-0.1144,-0.0146,0.0602,0.0152,-0.0071,0.0973,-0.0235,-0.0712,-0.0032,-0.0494,0.0801,0.0268,-0.0412,0.0241,-0.0240,0.0305,0.0632,-0.0127,-0.3273,-0.0299,0.1853,-0.1050,-0.0295,0.0494,-0.0617,0.2104,-0.1294,-0.0174,-0.0962,0.0212,-0.0005,0.0152,0.0162,-0.0215,0.0821,0.1463,0.1088,-0.0325,0.1592,0.0586,-0.0647,-0.1295,-0.0281,0.0025,0.1016,0.0035,-0.0399,-0.0223,-0.0205,-0.0511,0.0292,0.0609,0.0570,-0.0247,0.0052,-0.0493,-0.0916,0.0110,-0.0616,-0.0678,-0.0384,0.0313,-0.0073,-0.0498,0.0003,-0.0060,0.0456,0.1400,-0.0070,-0.0243,0.0450,-0.0264,Bright L.,17-3228-51260,428,438
403,-1.34,49,13.36,3.8,3.1,1479,30,8.9,2.6,8.8,0.00,0,9,0.5143,0.4828,-0.4827,-0.0142,0.0107,-0.0638,0.2037,-0.0521,-0.0307,0.1295,0.0161,-0.0393,0.1819,0.0148,-0.0902,0.1580,-0.0877,-0.0508,0.0117,0.1583,0.0312,0.1200,-0.1600,-0.0751,-0.0276,-0.0849,0.0160,0.0196,0.0463,-0.0277,0.6122,0.4176,-0.2485,0.2100,0.1139,0.0599,0.1847,-0.2671,0.0747,0.1627,0.0577,0.0957,-0.0376,-0.1769,-0.1117,0.0218,-0.0253,0.1032,0.0907,0.0601,0.0057,-0.1933,0.0936,0.0588,-0.1400,0.0759,0.0078,-0.1183,-0.0296,-0.0005,0.0264,0.1004,-0.0953,-0.0414,-0.0541,0.0899,-0.0577,0.0702,0.0610,0.0234,0.0343,-0.0685,-0.0174,-0.1060,-0.2535,0.0115,0.0544,-0.0278,0.0198,0.0658,-0.0564,-0.1504,-0.0881,0.0218,-0.0371,Caesar L.,17-2822-52479,429,439
404,-1.69,58,6.00,2.8,2.9,1374,15,5.4,2.3,7.3,7.56,0,3,0.4208,0.4695,-0.4362,0.0126,-0.0062,0.2130,0.2126,-0.2636,0.2611,-0.0305,0.0668,-0.0271,0.1530,-0.0010,-0.1036,0.0657,-0.0906,-0.0197,-0.0432,-0.0163,-0.0750,-0.0930,0.0475,0.0133,0.0254,0.0492,-0.0468,-0.0447,0.1391,0.1408,0.5585,0.3628,-0.3247,0.1183,0.1497,0.1088,0.2806,-0.2246,0.0709,0.0652,-0.0295,-0.0420,-0.0817,-0.1367,-0.0880,0.0544,-0.0583,-0.0380,0.0856,-0.1239,0.1863,0.0229,-0.1526,-0.1889,0.1047,-0.3156,0.1796,0.0232,-0.0051,-0.0562,0.0095,0.0639,0.0670,-0.0216,-0.0351,0.0528,-0.0379,0.0078,-0.0103,-0.0215,-0.0091,0.0224,0.0257,0.0773,0.0628,-0.0299,0.0070,0.0240,0.0236,-0.0127,0.0250,0.0155,0.0008,0.0104,-0.0010,Callahan L.,16-6867-52661,430,440
405,-1.60,47,29.00,9.3,4.6,1681,61,5.0,5.1,3.7,7.26,0,8,0.5980,0.5288,-0.3448,0.0515,0.0512,-0.0856,0.1034,0.1641,-0.2195,0.1568,-0.0127,0.0832,-0.0959,-0.0117,0.0917,0.0770,0.0160,0.1808,-0.0501,-0.0209,-0.0027,0.1420,0.0355,0.0451,0.0120,0.0932,-0.0050,-0.0309,0.0014,0.0177,0.5689,0.4948,0.0949,-0.0577,-0.1333,0.1337,-0.1758,0.0311,-0.0579,0.0234,-0.0559,0.1687,-0.1118,-0.1286,0.0243,0.0745,0.0274,0.0345,0.0954,-0.0556,-0.0870,0.1420,-0.0298,0.0232,0.1409,0.1197,0.0746,0.1204,0.0700,0.0062,-0.2421,-0.0265,0.2319,-0.0003,-0.0810,0.0021,0.0310,-0.0181,-0.0581,-0.0971,0.0257,0.0200,-0.0250,0.0367,0.0355,0.0309,-0.0624,0.0357,0.0060,0.0328,-0.0185,-0.0159,0.0000,-0.0161,-0.0031,Castra L.,17-3323-51600,432,442
406,-1.66,111,4.90,1.7,5.1,1730,28,2.6,4.9,4.9,12.88,0,10,0.3113,-0.5627,-0.0025,-0.1107,0.0197,0.0184,0.0479,-0.0304,0.0677,0.0999,0.1686,-0.0679,-0.0122,0.0825,0.0807,0.0171,-0.0290,-0.0364,0.1979,-0.1352,0.0905,0.0104,0.0635,-0.0903,0.0080,-0.0173,-0.0080,-0.0190,-0.0117,-0.0065,0.1821,-0.3495,0.0013,0.0415,-0.1624,0.0036,-0.0430,-0.1604,0.1869,-0.1090,-0.0285,-0.1361,0.1469,-0.0893,-0.1702,0.3699,-0.0077,-0.0080,-0.2634,-0.0236,0.0706,-0.0069,-0.0105,-0.1391,0.0407,0.0504,-0.0154,-0.1001,-0.0042,0.0066,-0.0262,0.0103,-0.0319,-0.0459,-0.0494,-0.0419,0.0126,-0.0276,0.0155,0.0509,-0.0114,-0.0077,-0.0061,-0.0232,0.0195,-0.0019,-0.0307,-0.0072,-0.0047,0.0211,-0.0144,0.0057,0.0077,-0.0018,0.0047,Cataract L.,17-3457-51246,433,443
407,-0.84,1996,66.90,24.1,5.0,1718,25,2.4,10.5,3.7,3.57,0,14,0.2637,0.2703,0.6960,-0.1939,-0.0056,-0.2330,-0.0864,-0.1446,0.0972,0.1314,0.1338,-0.0796,0.0648,-0.0690,0.0393,0.0113,0.0859,-0.0230,-0.0377,0.0782,0.0029,0.0011,0.0219,0.0353,0.0582,0.0198,-0.0293,-0.0092,-0.0213,0.0307,-0.0534,-0.1692,0.3252,-0.1457,0.1368,0.0417,0.0699,0.0332,-0.0610,-0.0001,0.0085,-0.0666,-0.0782,-0.0847,-0.0187,0.0014,0.0828,0.0528,0.0865,-0.0008,0.0937,0.0150,-0.0401,-0.0692,-0.0829,0.0300,-0.0381,0.0694,-0.0075,-0.0876,-0.0896,-0.0313,-0.0914,0.1120,0.0485,0.0473,-0.0140,0.0798,-0.0491,-0.1188,-0.0268,-0.0710,-0.0609,0.0041,-0.0062,0.0006,0.0153,0.0219,0.0026,-0.0294,-0.0104,0.0020,-0.0091,-0.0192,-0.0007,Chiblow L.,17-3423-51340,434,444
